"Station Name","VANCOUVER INTL A"
"Province","BRITISH COLUMBIA"
"Latitude","49.19"
"Longitude","-123.18"
"Elevation","4.30"
"Climate Identifier","1108395"
"WMO Identifier","71892"
"TC Identifier","YVR"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"M","Missing"
"E","Estimated"
"NA","Not Available"
"**","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Time","Data Quality","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2013-08-09 14:00","2013","08","09","14:00","**","23.9","","18.2","","70","","28","","12","","48.3","","101.11","","30","","","","NA"
"2013-08-09 15:00","2013","08","09","15:00","**","23.8","","17.2","","66","","29","","13","","48.3","","101.06","","29","","","","NA"
"2013-08-09 16:00","2013","08","09","16:00","**","23.2","","17.7","","71","","25","","15","","48.3","","101.02","","29","","","","Mainly Clear"
"2013-08-09 17:00","2013","08","09","17:00","**","23.4","","17.5","","69","","28","","12","","48.3","","100.93","","29","","","","NA"
"2013-08-09 18:00","2013","08","09","18:00","**","22.1","","18.2","","78","","24","","10","","48.3","","100.87","","28","","","","NA"
"2013-08-09 19:00","2013","08","09","19:00","**","21.9","","16.9","","73","","19","","12","","48.3","","100.92","","27","","","","Mainly Clear"
"2013-08-09 20:00","2013","08","09","20:00","**","21.4","","16.7","","74","","13","","10","","48.3","","100.97","","26","","","","NA"
"2013-08-09 21:00","2013","08","09","21:00","**","19.2","","14.7","","75","","10","","16","","48.3","","101.04","","","","","","NA"
"2013-08-09 22:00","2013","08","09","22:00","**","19.0","","14.1","","73","","10","","14","","48.3","","101.05","","","","","","Mainly Clear"
"2013-08-09 23:00","2013","08","09","23:00","**","18.3","","13.4","","73","","11","","10","","48.3","","101.04","","","","","","NA"
"2013-08-10 00:00","2013","08","10","00:00","**","18.3","","14.3","","77","","8","","6","","48.3","","101.03","","","","","","NA"
"2013-08-10 01:00","2013","08","10","01:00","**","17.0","","14.3","","84","","15","","11","","48.3","","101.16","","","","","","Mainly Clear"
"2013-08-10 02:00","2013","08","10","02:00","**","15.4","","12.4","","82","","10","","18","","48.3","","101.31","","","","","","NA"
"2013-08-10 03:00","2013","08","10","03:00","**","16.5","","13.1","","80","","8","","20","","48.3","","101.39","","","","","","NA"
"2013-08-10 04:00","2013","08","10","04:00","**","17.4","","13.0","","75","","8","","10","","48.3","","101.34","","","","","","Mostly Cloudy"
"2013-08-10 05:00","2013","08","10","05:00","**","20.0","","13.8","","67","","12","","12","","48.3","","101.24","","","","","","NA"
"2013-08-10 06:00","2013","08","10","06:00","**","17.9","","14.6","","81","","20","","9","","32.2","","101.31","","","","","","NA"
"2013-08-10 07:00","2013","08","10","07:00","**","18.8","","15.5","","81","","19","","15","","48.3","","101.40","","","","","","Mostly Cloudy"
"2013-08-10 08:00","2013","08","10","08:00","**","18.9","","15.0","","78","","25","","11","","48.3","","101.40","","","","","","NA"
"2013-08-10 09:00","2013","08","10","09:00","**","20.0","","15.7","","76","","33","","8","","32.2","","101.47","","","","","","NA"
"2013-08-10 10:00","2013","08","10","10:00","**","21.2","","15.8","","71","","25","","6","","32.2","","101.47","","26","","","","Cloudy"
"2013-08-10 11:00","2013","08","10","11:00","**","20.4","","15.9","","75","","20","","11","","32.2","","101.48","","25","","","","NA"
"2013-08-10 12:00","2013","08","10","12:00","**","20.9","","16.8","","77","","22","","11","","32.2","","101.47","","26","","","","NA"
"2013-08-10 13:00","2013","08","10","13:00","**","23.4","","15.3","","60","","17","","13","","32.2","","101.47","","28","","","","Mostly Cloudy"
"2013-08-10 14:00","2013","08","10","14:00","**","24.0","","15.4","","58","","15","","9","","32.2","","101.44","","28","","","","NA"
"2013-08-10 15:00","2013","08","10","15:00","**","24.6","","15.1","","55","","17","","9","","32.2","","101.40","","29","","","","NA"
"2013-08-10 16:00","2013","08","10","16:00","**","24.6","","15.1","","55","","19","","15","","48.3","","101.36","","29","","","","Mainly Clear"
"2013-08-10 17:00","2013","08","10","17:00","**","23.7","","17.3","","67","","22","","10","","48.3","","101.32","","29","","","","NA"
"2013-08-10 18:00","2013","08","10","18:00","**","23.6","","15.5","","60","","17","","11","","48.3","","101.33","","28","","","","NA"
"2013-08-10 19:00","2013","08","10","19:00","**","21.6","","14.1","","62","","11","","19","","48.3","","101.35","","25","","","","Mainly Clear"
"2013-08-10 20:00","2013","08","10","20:00","**","19.7","","14.2","","70","","11","","16","","32.2","","101.41","","","","","","NA"
"2013-08-10 21:00","2013","08","10","21:00","**","19.0","","14.3","","74","","13","","15","","32.2","","101.46","","","","","","NA"
"2013-08-10 22:00","2013","08","10","22:00","**","19.2","","14.3","","73","","9","","8","","24.1","","101.47","","","","","","Mostly Cloudy"
"2013-08-10 23:00","2013","08","10","23:00","**","17.5","","14.4","","82","","14","","15","","24.1","","101.45","","","","","","NA"
"2013-08-11 00:00","2013","08","11","00:00","**","17.1","","12.9","","76","","11","","21","","24.1","","101.52","","","","","","NA"
"2013-08-11 01:00","2013","08","11","01:00","**","16.5","","10.9","","69","","12","","20","","24.1","","101.52","","","","","","Mainly Clear"
"2013-08-11 02:00","2013","08","11","02:00","**","16.4","","11.0","","70","","11","","15","","24.1","","101.53","","","","","","NA"
"2013-08-11 03:00","2013","08","11","03:00","**","16.5","","10.2","","66","","12","","20","","24.1","","101.55","","","","","","NA"
"2013-08-11 04:00","2013","08","11","04:00","**","16.1","","11.1","","72","","10","","17","","24.1","","101.59","","","","","","Mostly Cloudy"
"2013-08-11 05:00","2013","08","11","05:00","**","16.1","","11.3","","73","","13","","10","","32.2","","101.57","","","","","","NA"
"2013-08-11 06:00","2013","08","11","06:00","**","16.5","","11.3","","71","","12","","21","","32.2","","101.63","","","","","","NA"
"2013-08-11 07:00","2013","08","11","07:00","**","16.5","","12.3","","76","","12","","17","","32.2","","101.62","","","","","","Mostly Cloudy"
"2013-08-11 08:00","2013","08","11","08:00","**","16.3","","12.9","","80","","13","","24","","24.1","","101.72","","","","","","NA"
"2013-08-11 09:00","2013","08","11","09:00","**","15.5","","12.7","","83","","12","","25","","24.1","","101.74","","","","","","Rain Showers"
"2013-08-11 10:00","2013","08","11","10:00","**","14.9","","13.8","","93","","11","","18","","9.7","","101.75","","","","","","Thunderstorms,Rain Showers"
"2013-08-11 11:00","2013","08","11","11:00","**","15.1","","13.5","","90","","12","","14","","19.3","","101.75","","","","","","NA"
"2013-08-11 12:00","2013","08","11","12:00","**","17.0","","14.7","","86","","9","","10","","24.1","","101.75","","","","","","NA"
"2013-08-11 13:00","2013","08","11","13:00","**","20.4","","14.8","","70","","13","","11","","24.1","","101.74","","","","","","Mainly Clear"
"2013-08-11 14:00","2013","08","11","14:00","**","21.1","","14.6","","66","","10","","6","","24.1","","101.69","","25","","","","NA"
"2013-08-11 15:00","2013","08","11","15:00","**","20.3","","14.7","","70","","26","","12","","32.2","","101.60","","","","","","NA"
"2013-08-11 16:00","2013","08","11","16:00","**","19.7","","14.2","","70","","25","","14","","32.2","","101.53","","","","","","Mainly Clear"
"2013-08-11 17:00","2013","08","11","17:00","**","20.2","","14.9","","71","","26","","12","","32.2","","101.55","","","","","","NA"
"2013-08-11 18:00","2013","08","11","18:00","**","20.5","","13.1","","62","","17","","16","","48.3","","101.54","","","","","","NA"
"2013-08-11 19:00","2013","08","11","19:00","**","19.3","","13.1","","67","","14","","10","","32.2","","101.54","","","","","","Cloudy"
"2013-08-11 20:00","2013","08","11","20:00","**","18.0","","12.9","","72","","13","","12","","32.2","","101.58","","","","","","NA"
"2013-08-11 21:00","2013","08","11","21:00","**","17.7","","12.4","","71","","14","","9","","24.1","","101.58","","","","","","NA"
"2013-08-11 22:00","2013","08","11","22:00","**","17.4","","12.6","","73","","10","","13","","24.1","","101.60","","","","","","Cloudy"
"2013-08-11 23:00","2013","08","11","23:00","**","16.7","","12.7","","77","","12","","15","","24.1","","101.62","","","","","","NA"
"2013-08-12 00:00","2013","08","12","00:00","**","15.6","","12.6","","82","","10","","9","","24.1","","101.61","","","","","","NA"
"2013-08-12 01:00","2013","08","12","01:00","**","15.4","","12.7","","84","","14","","13","","24.1","","101.58","","","","","","Mainly Clear"
"2013-08-12 02:00","2013","08","12","02:00","**","14.7","","12.2","","85","","11","","10","","24.1","","101.55","","","","","","NA"
"2013-08-12 03:00","2013","08","12","03:00","**","15.5","","12.7","","83","","10","","10","","24.1","","101.59","","","","","","NA"
"2013-08-12 04:00","2013","08","12","04:00","**","16.1","","12.7","","80","","11","","9","","24.1","","101.61","","","","","","Cloudy"
"2013-08-12 05:00","2013","08","12","05:00","**","15.8","","13.0","","83","","14","","9","","24.1","","101.64","","","","","","NA"
"2013-08-12 06:00","2013","08","12","06:00","**","15.8","","13.7","","87","","15","","12","","32.2","","101.66","","","","","","NA"
"2013-08-12 07:00","2013","08","12","07:00","**","15.9","","13.2","","84","","13","","15","","24.1","","101.68","","","","","","Mostly Cloudy"
"2013-08-12 08:00","2013","08","12","08:00","**","17.2","","13.8","","80","","12","","14","","24.1","","101.71","","","","","","NA"
"2013-08-12 09:00","2013","08","12","09:00","**","19.2","","13.5","","69","","14","","17","","32.2","","101.74","","","","","","NA"
"2013-08-12 10:00","2013","08","12","10:00","**","19.7","","13.7","","68","","11","","17","","32.2","","101.76","","","","","","Mostly Cloudy"
"2013-08-12 11:00","2013","08","12","11:00","**","21.0","","13.8","","63","","15","","18","","32.2","","101.78","","","","","","NA"
"2013-08-12 12:00","2013","08","12","12:00","**","21.2","","14.0","","63","","13","","18","","32.2","","101.76","","25","","","","NA"
"2013-08-12 13:00","2013","08","12","13:00","**","23.0","","14.2","","57","","14","","10","","32.2","","101.75","","26","","","","Mainly Clear"
"2013-08-12 14:00","2013","08","12","14:00","**","22.6","","15.6","","64","","20","","18","","32.2","","101.72","","27","","","","NA"
"2013-08-12 15:00","2013","08","12","15:00","**","22.2","","15.9","","67","","22","","22","","32.2","","101.66","","27","","","","NA"
"2013-08-12 16:00","2013","08","12","16:00","**","22.1","","15.3","","65","","22","","18","","32.2","","101.62","","26","","","","Mainly Clear"
"2013-08-12 17:00","2013","08","12","17:00","**","21.5","","15.2","","67","","21","","16","","32.2","","101.60","","26","","","","NA"
"2013-08-12 18:00","2013","08","12","18:00","**","20.6","","14.1","","66","","22","","12","","32.2","","101.58","","","","","","NA"
"2013-08-12 19:00","2013","08","12","19:00","**","19.8","","14.9","","73","","22","","9","","32.2","","101.59","","","","","","Mainly Clear"
"2013-08-12 20:00","2013","08","12","20:00","**","19.3","","14.8","","75","","20","","5","","24.1","","101.64","","","","","","NA"
"2013-08-12 21:00","2013","08","12","21:00","**","19.1","","13.6","","70","","16","","4","","24.1","","101.67","","","","","","NA"
"2013-08-12 22:00","2013","08","12","22:00","**","17.4","","14.3","","82","","10","","11","","24.1","","101.70","","","","","","Mainly Clear"
"2013-08-12 23:00","2013","08","12","23:00","**","16.6","","13.7","","83","","10","","9","","24.1","","101.71","","","","","","NA"
"2013-08-13 00:00","2013","08","13","00:00","**","16.9","","14.2","","84","","8","","9","","24.1","","101.73","","","","","","NA"
"2013-08-13 01:00","2013","08","13","01:00","**","15.9","","13.6","","86","","10","","8","","24.1","","101.74","","","","","","Mainly Clear"
"2013-08-13 02:00","2013","08","13","02:00","**","15.2","","12.9","","86","","15","","9","","24.1","","101.75","","","","","","NA"
"2013-08-13 03:00","2013","08","13","03:00","**","14.6","","13.2","","91","","12","","5","","24.1","","101.80","","","","","","NA"
"2013-08-13 04:00","2013","08","13","04:00","**","14.4","","13.1","","92","","14","","12","","24.1","","101.81","","","","","","Mainly Clear"
"2013-08-13 05:00","2013","08","13","05:00","**","14.9","","13.1","","89","","10","","13","","24.1","","101.82","","","","","","NA"
"2013-08-13 06:00","2013","08","13","06:00","**","14.9","","13.5","","91","","10","","12","","24.1","","101.86","","","","","","NA"
"2013-08-13 07:00","2013","08","13","07:00","**","16.1","","13.6","","85","","11","","14","","24.1","","101.87","","","","","","Mostly Cloudy"
"2013-08-13 08:00","2013","08","13","08:00","**","17.9","","13.3","","74","","12","","14","","32.2","","101.88","","","","","","NA"
"2013-08-13 09:00","2013","08","13","09:00","**","19.4","","14.1","","71","","13","","16","","32.2","","101.88","","","","","","NA"
"2013-08-13 10:00","2013","08","13","10:00","**","20.4","","13.7","","65","","14","","11","","32.2","","101.89","","","","","","Mainly Clear"
"2013-08-13 11:00","2013","08","13","11:00","**","21.1","","14.6","","66","","22","","18","","32.2","","101.87","","25","","","","NA"
"2013-08-13 12:00","2013","08","13","12:00","**","20.7","","14.2","","66","","22","","19","","32.2","","101.82","","","","","","NA"
"2013-08-13 13:00","2013","08","13","13:00","**","21.1","","14.4","","65","","23","","19","","32.2","","101.80","","25","","","","Mainly Clear"
"2013-08-13 14:00","2013","08","13","14:00","**","21.5","","15.2","","67","","24","","13","","32.2","","101.73","","26","","","","NA"
"2013-08-13 15:00","2013","08","13","15:00","**","21.6","","15.5","","68","","25","","14","","32.2","","101.67","","26","","","","NA"
"2013-08-13 16:00","2013","08","13","16:00","**","22.2","","14.7","","62","","26","","8","","32.2","","101.59","","26","","","","Mainly Clear"
"2013-08-13 17:00","2013","08","13","17:00","**","22.2","","13.9","","59","","27","","7","","32.2","","101.55","","26","","","","NA"
"2013-08-13 18:00","2013","08","13","18:00","**","22.6","","12.1","","51","","12","","1","","48.3","","101.46","","25","","","","NA"
"2013-08-13 19:00","2013","08","13","19:00","**","21.5","","13.5","","60","","23","","9","","48.3","","101.41","","25","","","","Mostly Cloudy"
"2013-08-13 20:00","2013","08","13","20:00","**","20.7","","15.3","","71","","22","","6","","32.2","","101.39","","25","","","","NA"
"2013-08-13 21:00","2013","08","13","21:00","**","19.1","","15.6","","80","","29","","2","","24.1","","101.37","","","","","","NA"
"2013-08-13 22:00","2013","08","13","22:00","**","18.0","","14.6","","80","","32","","3","","24.1","","101.35","","","","","","Mainly Clear"
"2013-08-13 23:00","2013","08","13","23:00","**","17.6","","14.3","","81","","16","","1","","24.1","","101.34","","","","","","NA"
"2013-08-14 00:00","2013","08","14","00:00","**","17.2","","14.1","","82","","9","","4","","24.1","","101.35","","","","","","NA"
"2013-08-14 01:00","2013","08","14","01:00","**","15.9","","13.6","","86","","11","","9","","24.1","","101.29","","","","","","Mainly Clear"
"2013-08-14 02:00","2013","08","14","02:00","**","15.6","","13.5","","87","","12","","7","","24.1","","101.33","","","","","","NA"
"2013-08-14 03:00","2013","08","14","03:00","**","16.2","","14.2","","88","","9","","8","","24.1","","101.34","","","","","","NA"
"2013-08-14 04:00","2013","08","14","04:00","**","15.0","","13.4","","90","","10","","13","","24.1","","101.30","","","","","","Mostly Cloudy"
"2013-08-14 05:00","2013","08","14","05:00","**","15.2","","13.6","","90","","11","","13","","32.2","","101.32","","","","","","NA"
"2013-08-14 06:00","2013","08","14","06:00","**","16.2","","14.2","","88","","11","","12","","32.2","","101.34","","","","","","NA"
"2013-08-14 07:00","2013","08","14","07:00","**","18.0","","14.4","","79","","9","","15","","32.2","","101.35","","","","","","Cloudy"
"2013-08-14 08:00","2013","08","14","08:00","**","19.4","","13.9","","70","","11","","16","","24.1","","101.37","","","","","","NA"
"2013-08-14 09:00","2013","08","14","09:00","**","20.7","","13.8","","64","","12","","14","","48.3","","101.36","","","","","","NA"
"2013-08-14 10:00","2013","08","14","10:00","**","21.7","","14.5","","63","","7","","13","","48.3","","101.29","","25","","","","Cloudy"
"2013-08-14 11:00","2013","08","14","11:00","**","23.4","","15.1","","59","","14","","9","","48.3","","101.30","","27","","","","NA"
"2013-08-14 12:00","2013","08","14","12:00","**","20.3","","16.6","","79","","22","","10","","48.3","","101.25","","25","","","","NA"
"2013-08-14 13:00","2013","08","14","13:00","**","20.7","","17.0","","79","","26","","13","","48.3","","101.29","","26","","","","Cloudy"
"2013-08-14 14:00","2013","08","14","14:00","**","20.4","","17.1","","81","","30","","8","","32.2","","101.28","","26","","","","NA"
"2013-08-14 15:00","2013","08","14","15:00","**","21.6","","17.5","","77","","30","","13","","32.2","","101.24","","27","","","","NA"
"2013-08-14 16:00","2013","08","14","16:00","**","21.3","","15.9","","71","","24","","15","","32.2","","101.25","","26","","","","Cloudy"
"2013-08-14 17:00","2013","08","14","17:00","**","20.9","","15.1","","69","","27","","3","","32.2","","101.23","","25","","","","NA"
"2013-08-14 18:00","2013","08","14","18:00","**","20.7","","16.0","","74","","14","","15","","19.3","","101.28","","25","","","","Rain"
"2013-08-14 19:00","2013","08","14","19:00","**","19.4","","16.5","","83","","10","","23","","19.3","","101.30","","","","","","Rain"
"2013-08-14 20:00","2013","08","14","20:00","**","19.4","","16.1","","81","","9","","14","","24.1","","101.35","","","","","","NA"
"2013-08-14 21:00","2013","08","14","21:00","**","19.1","","16.7","","86","","11","","14","","24.1","","101.34","","","","","","NA"
"2013-08-14 22:00","2013","08","14","22:00","**","19.1","","17.1","","88","","10","","20","","24.1","","101.34","","","","","","Cloudy"
"2013-08-14 23:00","2013","08","14","23:00","**","19.2","","16.8","","86","","10","","15","","24.1","","101.32","","","","","","NA"
"2013-08-15 00:00","2013","08","15","00:00","**","19.7","","16.4","","81","","8","","11","","24.1","","101.32","","","","","","NA"
"2013-08-15 01:00","2013","08","15","01:00","**","18.7","","16.7","","88","","13","","5","","24.1","","101.30","","","","","","Cloudy"
"2013-08-15 02:00","2013","08","15","02:00","**","18.5","","16.9","","90","","9","","6","","24.1","","101.27","","","","","","NA"
"2013-08-15 03:00","2013","08","15","03:00","**","18.5","","17.2","","92","","17","","11","","24.1","","101.29","","","","","","NA"
"2013-08-15 04:00","2013","08","15","04:00","**","18.6","","17.0","","90","","12","","10","","24.1","","101.25","","","","","","Cloudy"
"2013-08-15 05:00","2013","08","15","05:00","**","18.7","","16.7","","88","","12","","11","","19.3","","101.28","","","","","","NA"
"2013-08-15 06:00","2013","08","15","06:00","**","17.8","","16.7","","93","","15","","10","","19.3","","101.30","","","","","","Rain"
"2013-08-15 07:00","2013","08","15","07:00","**","17.8","","16.3","","91","","13","","15","","19.3","","101.34","","","","","","Cloudy"
"2013-08-15 08:00","2013","08","15","08:00","**","17.9","","15.7","","87","","12","","18","","24.1","","101.36","","","","","","NA"
"2013-08-15 09:00","2013","08","15","09:00","**","19.4","","16.5","","83","","12","","19","","24.1","","101.37","","","","","","NA"
"2013-08-15 10:00","2013","08","15","10:00","**","21.8","","16.4","","71","","12","","14","","24.1","","101.40","","27","","","","Cloudy"
"2013-08-15 11:00","2013","08","15","11:00","**","20.9","","16.6","","76","","12","","17","","24.1","","101.41","","26","","","","NA"
"2013-08-15 12:00","2013","08","15","12:00","**","19.5","","17.3","","87","","10","","10","","19.3","","101.43","","","","","","NA"
"2013-08-15 13:00","2013","08","15","13:00","**","20.7","","16.2","","75","","13","","15","","24.1","","101.44","","25","","","","Cloudy"
"2013-08-15 14:00","2013","08","15","14:00","**","20.6","","15.9","","74","","13","","13","","24.1","","101.50","","25","","","","NA"
"2013-08-15 15:00","2013","08","15","15:00","**","20.3","","16.2","","77","","11","","13","","24.1","","101.47","","25","","","","Rain"
"2013-08-15 16:00","2013","08","15","16:00","**","19.1","","17.5","","90","","14","","15","","24.1","","101.47","","","","","","Rain"
"2013-08-15 17:00","2013","08","15","17:00","**","18.9","","16.4","","85","","14","","10","","24.1","","101.46","","","","","","NA"
"2013-08-15 18:00","2013","08","15","18:00","**","18.6","","16.6","","88","","12","","12","","24.1","","101.44","","","","","","Rain"
"2013-08-15 19:00","2013","08","15","19:00","**","18.2","","15.7","","85","","15","","11","","24.1","","101.45","","","","","","Mostly Cloudy"
"2013-08-15 20:00","2013","08","15","20:00","**","17.8","","15.8","","88","","14","","10","","24.1","","101.48","","","","","","NA"
"2013-08-15 21:00","2013","08","15","21:00","**","17.7","","15.5","","87","","9","","8","","24.1","","101.51","","","","","","NA"
"2013-08-15 22:00","2013","08","15","22:00","**","17.5","","15.5","","88","","10","","12","","24.1","","101.49","","","","","","Cloudy"
"2013-08-15 23:00","2013","08","15","23:00","**","17.4","","15.6","","89","","14","","8","","24.1","","101.50","","","","","","NA"
"2013-08-16 00:00","2013","08","16","00:00","**","17.2","","15.6","","90","","10","","11","","24.1","","101.49","","","","","","NA"
"2013-08-16 01:00","2013","08","16","01:00","**","16.7","","15.4","","92","","11","","9","","24.1","","101.49","","","","","","Mostly Cloudy"
"2013-08-16 02:00","2013","08","16","02:00","**","15.7","","14.9","","95","","14","","8","","24.1","","101.48","","","","","","NA"
"2013-08-16 03:00","2013","08","16","03:00","**","16.4","","15.3","","93","","11","","12","","24.1","","101.50","","","","","","NA"
"2013-08-16 04:00","2013","08","16","04:00","**","15.6","","14.8","","95","","11","","13","","24.1","","101.46","","","","","","Mostly Cloudy"
"2013-08-16 05:00","2013","08","16","05:00","**","15.8","","15.2","","96","","14","","6","","24.1","","101.48","","","","","","NA"
"2013-08-16 06:00","2013","08","16","06:00","**","17.0","","16.0","","94","","14","","11","","24.1","","101.52","","","","","","NA"
"2013-08-16 07:00","2013","08","16","07:00","**","17.6","","16.1","","91","","11","","18","","24.1","","101.53","","","","","","Cloudy"
"2013-08-16 08:00","2013","08","16","08:00","**","18.6","","16.4","","87","","13","","15","","24.1","","101.56","","","","","","NA"
"2013-08-16 09:00","2013","08","16","09:00","**","19.4","","16.1","","81","","17","","14","","24.1","","101.60","","","","","","NA"
"2013-08-16 10:00","2013","08","16","10:00","**","20.2","","16.7","","80","","9","","13","","24.1","","101.58","","25","","","","Cloudy"
"2013-08-16 11:00","2013","08","16","11:00","**","21.2","","17.1","","77","","14","","12","","24.1","","101.61","","27","","","","NA"
"2013-08-16 12:00","2013","08","16","12:00","**","22.1","","16.2","","69","","12","","17","","32.2","","101.58","","27","","","","NA"
"2013-08-16 13:00","2013","08","16","13:00","**","23.5","","17.1","","67","","11","","12","","32.2","","101.53","","29","","","","Mostly Cloudy"
"2013-08-16 14:00","2013","08","16","14:00","**","20.7","","17.6","","82","","24","","12","","32.2","","101.52","","26","","","","NA"
"2013-08-16 15:00","2013","08","16","15:00","**","22.0","","17.2","","74","","29","","15","","32.2","","101.50","","27","","","","NA"
"2013-08-16 16:00","2013","08","16","16:00","**","23.0","","16.4","","66","","31","","17","","32.2","","101.48","","28","","","","Mostly Cloudy"
"2013-08-16 17:00","2013","08","16","17:00","**","23.5","","15.9","","62","","33","","9","","48.3","","101.44","","28","","","","NA"
"2013-08-16 18:00","2013","08","16","18:00","**","22.2","","15.7","","66","","27","","8","","32.2","","101.43","","27","","","","NA"
"2013-08-16 19:00","2013","08","16","19:00","**","20.7","","16.4","","76","","31","","5","","24.1","","101.43","","26","","","","Mostly Cloudy"
"2013-08-16 20:00","2013","08","16","20:00","**","20.7","","17.0","","79","","33","","2","","32.2","","101.44","","26","","","","NA"
"2013-08-16 21:00","2013","08","16","21:00","**","20.5","","16.6","","78","","33","","5","","32.2","","101.44","","26","","","","NA"
"2013-08-16 22:00","2013","08","16","22:00","**","19.7","","17.0","","84","","33","","3","","32.2","","101.47","","","","","","Cloudy"
"2013-08-16 23:00","2013","08","16","23:00","**","19.6","","18.1","","91","","17","","5","","32.2","","101.45","","","","","","NA"
"2013-08-17 00:00","2013","08","17","00:00","**","19.4","","17.6","","89","","17","","7","","32.2","","101.45","","","","","","NA"
"2013-08-17 01:00","2013","08","17","01:00","**","18.9","","17.6","","92","","21","","5","","32.2","","101.46","","","","","","Cloudy"
"2013-08-17 02:00","2013","08","17","02:00","**","19.0","","18.0","","94","","14","","9","","24.1","","101.48","","","","","","NA"
"2013-08-17 03:00","2013","08","17","03:00","**","18.3","","17.0","","92","","11","","12","","24.1","","101.49","","","","","","NA"
"2013-08-17 04:00","2013","08","17","04:00","**","17.6","","15.4","","87","","11","","16","","24.1","","101.50","","","","","","Cloudy"
"2013-08-17 05:00","2013","08","17","05:00","**","17.4","","13.8","","79","","13","","18","","32.2","","101.50","","","","","","NA"
"2013-08-17 06:00","2013","08","17","06:00","**","17.6","","13.6","","77","","12","","19","","32.2","","101.56","","","","","","NA"
"2013-08-17 07:00","2013","08","17","07:00","**","17.8","","14.0","","78","","11","","17","","32.2","","101.59","","","","","","Mostly Cloudy"
"2013-08-17 08:00","2013","08","17","08:00","**","18.6","","13.9","","74","","12","","21","","32.2","","101.62","","","","","","NA"
"2013-08-17 09:00","2013","08","17","09:00","**","19.2","","14.1","","72","","11","","21","","32.2","","101.66","","","","","","NA"
"2013-08-17 10:00","2013","08","17","10:00","**","20.3","","14.5","","69","","12","","23","","32.2","","101.69","","","","","","Mostly Cloudy"
"2013-08-17 11:00","2013","08","17","11:00","**","22.0","","14.7","","63","","13","","21","","32.2","","101.72","","26","","","","NA"
"2013-08-17 12:00","2013","08","17","12:00","**","21.3","","14.8","","66","","12","","17","","32.2","","101.73","","25","","","","NA"
"2013-08-17 13:00","2013","08","17","13:00","**","21.9","","15.4","","66","","15","","22","","40.2","","101.71","","26","","","","Mostly Cloudy"
"2013-08-17 14:00","2013","08","17","14:00","**","21.8","","15.0","","65","","16","","23","","40.2","","101.71","","26","","","","NA"
"2013-08-17 15:00","2013","08","17","15:00","**","22.7","","13.9","","57","","15","","22","","32.2","","101.68","","26","","","","NA"
"2013-08-17 16:00","2013","08","17","16:00","**","23.8","","14.1","","54","","17","","22","","32.2","","101.66","","27","","","","Mainly Clear"
"2013-08-17 17:00","2013","08","17","17:00","**","23.4","","14.5","","57","","15","","17","","32.2","","101.62","","27","","","","NA"
"2013-08-17 18:00","2013","08","17","18:00","**","22.1","","14.6","","62","","16","","15","","32.2","","101.62","","26","","","","NA"
"2013-08-17 19:00","2013","08","17","19:00","**","21.0","","14.0","","64","","13","","15","","32.2","","101.63","","","","","","Mostly Cloudy"
"2013-08-17 20:00","2013","08","17","20:00","**","19.1","","14.2","","73","","11","","17","","32.2","","101.65","","","","","","NA"
"2013-08-17 21:00","2013","08","17","21:00","**","17.8","","14.0","","78","","10","","17","","24.1","","101.70","","","","","","NA"
"2013-08-17 22:00","2013","08","17","22:00","**","17.4","","14.0","","80","","10","","16","","24.1","","101.71","","","","","","Mainly Clear"
"2013-08-17 23:00","2013","08","17","23:00","**","17.1","","13.9","","81","","12","","17","","24.1","","101.73","","","","","","NA"
"2013-08-18 00:00","2013","08","18","00:00","**","15.9","","13.2","","84","","14","","13","","24.1","","101.73","","","","","","NA"
"2013-08-18 01:00","2013","08","18","01:00","**","15.4","","13.3","","87","","10","","17","","24.1","","101.71","","","","","","Mainly Clear"
"2013-08-18 02:00","2013","08","18","02:00","**","15.0","","13.2","","89","","10","","17","","24.1","","101.72","","","","","","NA"
"2013-08-18 03:00","2013","08","18","03:00","**","14.1","","12.5","","90","","10","","17","","24.1","","101.74","","","","","","NA"
"2013-08-18 04:00","2013","08","18","04:00","**","14.1","","12.5","","90","","10","","18","","24.1","","101.75","","","","","","Mainly Clear"
"2013-08-18 05:00","2013","08","18","05:00","**","13.9","","12.6","","92","","10","","18","","24.1","","101.77","","","","","","NA"
"2013-08-18 06:00","2013","08","18","06:00","**","14.8","","12.7","","87","","12","","17","","32.2","","101.81","","","","","","NA"
"2013-08-18 07:00","2013","08","18","07:00","**","16.0","","13.2","","83","","11","","19","","40.2","","101.83","","","","","","Mostly Cloudy"
"2013-08-18 08:00","2013","08","18","08:00","**","16.9","","13.1","","78","","12","","20","","32.2","","101.86","","","","","","NA"
"2013-08-18 09:00","2013","08","18","09:00","**","16.9","","13.1","","78","","10","","19","","32.2","","101.88","","","","","","NA"
